BedroomCount,LivingArea,Furnished,Fireplace,TerraceArea,GardenArea,Facades,SwimmingPool,EnergyConsumptionPerSqm,Latitude,Longitude,Condition#,KitchenType#,PropertySubType_Apartment_Block,PropertySubType_Bungalow,PropertySubType_Castle,PropertySubType_Chalet,PropertySubType_Country_Cottage,PropertySubType_Duplex,PropertySubType_Exceptional_Property,PropertySubType_Farmhouse,PropertySubType_Flat_Studio,PropertySubType_Ground_Floor,PropertySubType_House,PropertySubType_Kot,PropertySubType_Loft,PropertySubType_Manor_House,PropertySubType_Mansion,PropertySubType_Mixed_Use_Building,PropertySubType_Other_Property,PropertySubType_Penthouse,PropertySubType_Service_Flat,PropertySubType_Town_House,PropertySubType_Triplex,PropertySubType_Villa
2,86.0,0,1,12.0,0.0,2,0,,51.0241667,4.4697027,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,210.0,0,0,0.0,413.0,,0,,51.3883182,4.584019,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,100.0,0,0,0.0,0.0,,0,330.0,50.8680794,4.371514,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,60.0,0,0,26.0,0.0,3,0,126.0,50.9362752,4.429554,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,150.0,0,0,20.0,495.0,4,0,311.0,50.9854844,3.6685392,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,106.0,0,0,0.0,115.0,3,0,510.0,51.0858072,2.965693,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,190.0,0,0,0.0,320.0,2,0,217.0,51.2280975,4.5380545,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,224.0,0,0,30.0,1403.0,4,0,308.0,50.681777,4.9600613,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,112.0,0,0,14.0,0.0,2,0,,51.0726864,2.6794577,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,291.0,0,0,0.0,3296.0,4,0,184.0,50.7135019,3.25457,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,147.0,0,0,22.0,140.0,2,0,278.0,50.7725926,3.8737336,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,75.0,0,0,1.0,0.0,,0,122.0,50.9776904,3.531041,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,85.0,0,1,0.0,666.0,4,0,203.0,50.4521095,5.5687358,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,60.0,0,0,2.0,0.0,2,0,231.0,50.8319424,4.3356801,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,282.0,0,1,25.0,360.0,2,0,115.0,49.6893968,5.8106315,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,144.0,0,0,0.0,0.0,,0,106.0,51.2540675,4.0919176,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,225.0,0,0,0.0,1140.0,4,0,2994164.0,51.2084923,5.1348485,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,81.0,1,0,0.0,0.0,2,0,,51.1587738,2.7620616,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,233.0,1,0,50.0,883.0,4,1,174.0,51.3281746,3.2975922,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,1160.0,1,0,200.0,11851.0,4,1,251.0,50.6353025,5.7743297,3.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,77.0,0,0,9.0,0.0,2,0,,51.1251815,4.5834699,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,131.0,0,0,13.0,0.0,4,0,,50.674914,4.3933466,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,176.0,0,0,17.0,320.0,2,0,138.0,51.1569101,4.3818283,4.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,131.0,0,1,0.0,64.0,2,0,225.0,50.770813,3.8768861,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,130.0,0,0,0.0,384.0,4,0,,51.0839254,5.0289708,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,149.0,0,0,0.0,218.0,2,0,387.0,51.1244252,4.3523275,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,60.0,0,0,18.0,0.0,,0,34.0,50.9327262,5.339607,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,159.0,0,0,0.0,1256.0,4,0,279.0,50.8592434,4.1191095,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,162.0,0,0,0.0,869.0,4,0,1057.0,50.8409752,4.1471452,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,47.0,0,0,22.0,0.0,2,0,217.0,51.2222102,4.4028153,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,140.0,0,0,0.0,981.0,4,0,,50.4284672,4.7964685,,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,420.0,0,1,0.0,120.0,,0,267.0,50.6226401,5.5836559,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,246.0,0,0,44.0,155.0,2,0,617.0,50.8631241,4.3385275,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,120.0,0,0,0.0,149.0,2,0,455.0,50.2916726,5.0937119,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,159.0,0,0,0.0,416.0,3,0,510.0,51.0648833,4.1901117,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,89.0,0,0,0.0,0.0,,0,186.0,50.9901,4.8355952,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,87.0,0,0,3.0,0.0,3,0,125.0,51.3202849,4.9263444,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,60.0,0,0,0.0,0.0,2,0,146.0,51.3504168,3.3073221,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,266.0,0,0,0.0,1058.0,4,0,697.0,51.0751877,4.9140777,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,68.0,0,0,0.0,0.0,,0,80.0,51.356277,3.3045851,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,110.0,0,0,13.0,155.0,2,0,272.0,51.2520432,4.4398452,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,290.0,0,1,0.0,0.0,4,0,,50.4241998,4.4661254,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,162.0,0,1,0.0,0.0,3,0,207.0,51.0701431,4.9847924,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,100.0,0,1,17.0,0.0,,0,166.0,51.1815032,4.436494,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,174.0,0,0,0.0,512.0,,0,10.0,50.8565402,3.3650294,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,157.0,0,0,0.0,400.0,3,0,977.0,51.3469804,4.6719743,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,180.0,0,0,0.0,1126.0,4,0,151.0,50.7524975,3.8643336,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,267.0,0,0,0.0,821.0,4,0,257.0,51.1094432,4.3672798,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,194.0,0,0,0.0,800.0,4,0,506.0,51.007875,5.2914676,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,132.0,0,0,0.0,166.0,2,0,410.0,50.8620211,4.2880768,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,51.0,0,0,0.0,0.0,2,0,,50.8559944,4.3470607,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,210.0,0,0,0.0,217.0,2,0,907.0,51.0496952,4.2074428,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,97.0,0,0,0.0,0.0,,0,273.0,50.8441328,4.2610089,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,207.0,0,0,0.0,150.0,2,0,926.0,51.0196649,4.4757907,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,150.0,0,0,0.0,502.0,,0,,50.8694959,3.1486808,0.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,150.0,0,0,0.0,80.0,1,0,,51.0660698,3.7082811,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,85.0,0,0,10.0,0.0,,0,,51.1918529,3.0043138,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,121.0,0,0,63.0,0.0,2,0,384.0,50.6468559,5.5735982,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,138.0,0,0,0.0,0.0,4,0,112.0,50.9369412,3.1177739,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,110.0,0,0,20.0,2570.0,4,0,470.0,50.6109964,5.3848765,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,37.0,0,0,9.0,200.0,,0,,50.33392,4.90372,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,232.0,0,0,22.0,0.0,2,0,60.0,50.820847,4.3893676,,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,181.0,0,0,0.0,322.0,2,0,,50.8665977,3.8210049,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,85.0,0,0,6.0,0.0,,0,177.0,51.2200242,4.4622331,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,215.0,0,0,0.0,2165.0,4,0,434.0,51.4635178,5.0113134,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,307.0,0,0,0.0,185.0,,0,294.0,51.2141948,2.9091064,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,115.0,0,0,50.0,0.0,3,0,100.0,50.9618795,5.4499216,5.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,74.0,0,1,8.0,0.0,4,0,,51.2139561,4.4240867,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,200.0,0,0,0.0,140.0,2,0,223.0,50.8287641,4.2952283,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,60.0,0,0,9.0,0.0,,0,73.0,51.0948548,4.1343482,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,145.0,0,0,20.0,305.0,3,0,449.0,51.1648056,4.7554657,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,214.0,0,0,98.0,1910.0,4,1,160.0,50.7512093,4.9804055,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,320.0,0,0,0.0,1280.0,4,0,547.0,50.8324009,5.1046392,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,483.0,0,0,0.0,2069.0,4,0,161.0,51.3022383,5.0098536,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,260.0,0,0,0.0,149.0,2,0,253.0,51.0304212,4.100453,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,113.0,0,0,0.0,178.0,2,0,148.0,51.1537534,4.1664767,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,90.0,0,0,0.0,0.0,2,0,155.0,50.9164492,3.2145797,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,88.0,0,0,39.0,0.0,2,0,85.0,49.5649856,5.8365556,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,238.0,0,1,0.0,797.0,4,0,275.0,51.0563739,4.7664345,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,96.0,0,1,6.0,0.0,,0,63.0,50.4518964,4.8747899,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,150.0,0,0,0.0,245.0,3,0,132.0,51.2335674,3.2252251,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,211.0,0,0,0.0,868.0,4,0,623.0,50.833978,3.9901378,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,183.0,0,0,50.0,1300.0,4,0,199.0,50.4651532,5.5156777,5.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,214.0,0,1,30.0,2180.0,4,0,338.0,50.6262941,4.3873506,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,228.0,0,0,0.0,650.0,,0,181671.0,50.7408308,3.6215657,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,87.0,0,0,0.0,90.0,,0,652.0,51.0031937,3.3244817,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,200.0,0,1,10.0,0.0,,0,212.0,51.1945932,4.4032705,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,125.0,0,0,0.0,0.0,,0,303.0,50.7904904,4.3559193,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,240.0,0,0,0.0,1116.0,4,0,569.0,50.8863419,3.2496901,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,275.0,0,1,30.0,906.0,4,0,,50.6794821,4.3932464,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,100.0,0,0,0.0,280.0,3,0,391.0,50.3379887,5.4379516,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,183.0,0,1,0.0,0.0,4,0,249.0,51.2405214,5.0847178,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,115.0,0,0,0.0,143.0,2,0,722.0,51.1633824,4.3901371,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,204.0,0,0,0.0,0.0,2,0,382.0,51.0810042,4.3641796,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,162.0,0,1,10.0,162.0,2,0,,51.0581264,3.6958002,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,236.0,0,0,10.0,538.0,,0,245.0,50.8271148,5.2110953,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,224.0,0,0,0.0,110.0,3,0,408.0,50.5428484,4.0098556,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,395.0,0,0,0.0,800.0,3,0,146.0,50.9650817,4.9474443,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,250.0,0,0,25.0,361.0,4,0,,51.4324106,4.5120216,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,117.0,0,0,0.0,0.0,3,0,,51.3206628,4.9494917,5.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,38.0,0,0,6.0,0.0,2,0,337.0,50.8934178,4.3219938,,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,174.0,0,0,0.0,300.0,3,0,,50.4615104,5.9752538,5.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,54.0,0,0,2.0,0.0,,0,198.0,51.2204592,2.8886269,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,103.0,0,0,0.0,0.0,,0,195.0,50.8035299,4.3369625,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,135.0,0,0,10.0,0.0,3,0,250.0,50.4505071,4.6268224,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,132.0,0,0,8.0,0.0,3,0,,50.7831247,5.4578288,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,83.0,0,0,0.0,630.0,2,0,574.0,50.4457233,4.3608878,2.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,156.0,0,0,0.0,41.0,2,0,395.0,51.2221631,4.4045573,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,78.0,0,0,0.0,0.0,2,0,104.0,51.0538699,3.6879853,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,75.0,0,0,18.0,0.0,2,0,99.0,50.8596662,4.4505529,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,248.0,0,1,0.0,0.0,,0,146.0,50.7500354,4.2644304,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,72.0,0,0,4.0,0.0,3,0,373.0,51.3404982,3.2358665,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,84.0,0,0,23.0,0.0,2,0,54.0,51.2163944,3.2182275,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,224.0,0,0,0.0,2023.0,4,0,281.0,51.2527742,4.6010226,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,257.0,0,0,0.0,162.0,2,0,584.0,51.0197432,4.4758771,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,417.0,0,0,0.0,620.0,2,0,464.0,50.603415,5.4797781,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,114.0,0,0,0.0,0.0,,0,,50.8558386,3.3047489,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,227.0,0,1,0.0,4761.0,4,0,504.0,51.2521196,4.6260974,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,333.0,0,0,0.0,1406.0,,0,249.0,50.8923651,3.7986068,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,92.0,0,0,11.0,0.0,,0,,51.2128909,5.4196436,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,256.0,0,1,0.0,397.0,3,0,220.0,51.3055958,4.475964,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,165.0,0,0,0.0,734.0,4,1,185.0,51.1630038,4.3594525,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,102.0,0,1,0.0,300.0,4,0,607.0,50.7045326,5.489334,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,200.0,0,0,0.0,2650.0,2,0,,51.0287784,3.723634,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,217.0,0,0,0.0,1830.0,4,0,368.0,50.9909927,4.6839971,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,120.0,0,0,0.0,0.0,,0,148.0,51.0418951,3.7337184,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,153.0,0,0,0.0,295.0,,0,32.0,50.85439,3.330864,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,247.0,0,0,0.0,1263.0,4,0,174.0,50.8456617,3.4065557,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,80.0,0,0,8.0,0.0,,0,44.0,51.2043355,4.4793043,3.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,251.0,0,0,0.0,290.0,4,0,,51.1913859,3.6895283,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,663.0,0,0,0.0,663.0,3,0,447.0,50.6670115,5.5132519,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,105.0,0,0,0.0,0.0,2,0,0.0,51.0994658,3.7642129,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,85.0,0,0,0.0,85.0,,0,925.0,51.0515321,3.7321308,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,100.0,0,0,0.0,0.0,2,0,190.0,50.8586063,3.6021262,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,141.0,0,0,41.0,0.0,4,0,,50.659381,5.969326,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,85.0,0,0,0.0,0.0,,0,338.0,50.8127277,4.3466989,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,137.0,0,0,0.0,268.0,3,0,83.0,51.1872406,3.2203427,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,43.0,0,0,0.0,0.0,,0,220.0,50.8774414,4.7039786,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,189.0,0,0,4.0,331.0,3,0,271.0,51.0715461,3.7566567,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,45.0,0,0,0.0,0.0,2,0,,51.1487249,2.7215141,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,246.0,0,0,32.0,1002.0,4,0,211.0,50.531139,5.2277068,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,75.0,0,0,0.0,0.0,2,0,390.0,50.6279463,5.4850414,4.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,392.0,0,1,40.0,13890.0,4,0,1098.0,50.9208873,4.3435132,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,102.0,0,0,36.0,0.0,,0,88.0,50.8359373,4.3185149,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,123.0,0,1,12.0,0.0,,0,,50.8097361,5.3389192,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,217.0,0,0,0.0,175.0,2,0,,50.6069258,5.6161021,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,89.0,0,0,7.0,0.0,2,0,,50.8673003,4.3138548,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,156.0,0,0,0.0,208.0,3,0,109.0,51.0416805,4.1537587,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,93.0,0,0,10.0,0.0,4,0,78.0,50.9577127,3.1302875,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,94.0,0,0,0.0,80.0,2,0,355.0,51.1779939,4.356338,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,170.0,0,0,23.0,891.0,4,0,,51.0404309,4.2774611,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,139.0,0,0,51.0,0.0,,0,,51.2128909,5.4196436,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,85.0,0,0,0.0,0.0,,0,232.0,50.9806863,4.8355499,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,180.0,0,0,0.0,236.0,2,0,186.0,51.2063674,4.3475517,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,90.0,0,0,0.0,0.0,,0,178.0,51.2021626,3.202174,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,81.0,0,0,4.0,0.0,,0,125.0,51.3554803,3.3005498,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
