BedroomCount,LivingArea,Furnished,Fireplace,TerraceArea,GardenArea,Facades,SwimmingPool,EnergyConsumptionPerSqm,Latitude,Longitude,Condition#,KitchenType#,PropertySubType_Apartment_Block,PropertySubType_Bungalow,PropertySubType_Castle,PropertySubType_Chalet,PropertySubType_Country_Cottage,PropertySubType_Duplex,PropertySubType_Exceptional_Property,PropertySubType_Farmhouse,PropertySubType_Flat_Studio,PropertySubType_Ground_Floor,PropertySubType_House,PropertySubType_Kot,PropertySubType_Loft,PropertySubType_Manor_House,PropertySubType_Mansion,PropertySubType_Mixed_Use_Building,PropertySubType_Other_Property,PropertySubType_Penthouse,PropertySubType_Service_Flat,PropertySubType_Town_House,PropertySubType_Triplex,PropertySubType_Villa
4,180.0,0,0,0.0,440.0,,0,278.0,50.8827259,2.6513143,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,170.0,0,0,0.0,339.0,3,0,584.0,50.1562592,5.6771234,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,85.0,0,0,15.0,0.0,3,0,465.0,50.8203065,4.4065703,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,70.0,0,0,0.0,971.0,4,0,503.0,50.0723228,5.3155247,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,165.0,1,0,0.0,78.0,3,0,376.0,51.1988368,4.3916133,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,150.0,0,0,6.0,0.0,2,0,127.0,50.9078004,4.3764323,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,175.0,0,0,15.0,305.0,3,0,56.0,51.175893,3.9424784,5.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,193.0,0,0,0.0,271.0,3,0,211.0,51.2504524,5.543413,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,83.0,0,0,0.0,0.0,2,0,126.0,51.2893937,4.5112749,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,431.0,0,1,20.0,19905.0,4,0,165.0,51.1853273,5.3942062,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,95.0,0,0,10.0,0.0,,0,70.0,51.0960674,2.5851811,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,140.0,0,0,0.0,265.0,3,0,,51.0933297,4.1265764,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,154.0,0,0,0.0,354.0,,0,0.0,50.8614293,4.2611562,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,150.0,0,0,0.0,493.0,4,0,790.0,50.770875,3.1855644,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,111.0,0,0,16.0,157.0,2,0,301.0,50.5771133,5.8304219,2.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,147.0,0,0,1.0,835.0,4,0,626.0,51.1140279,3.1442786,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,90.0,0,0,0.0,0.0,2,0,155.0,51.2094382,4.4157152,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,271.0,0,0,12.0,445.0,3,0,354.0,50.6150051,5.5079415,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,75.0,0,0,10.0,0.0,3,0,232.0,51.2029545,4.4748033,5.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,131.0,0,0,13.0,0.0,4,0,,50.674914,4.3933466,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,255.0,0,0,0.0,282.0,,0,,51.298231,4.4166748,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,75.0,0,0,7.0,0.0,2,0,264.0,50.8678668,4.2898379,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,145.0,0,0,0.0,0.0,4,0,130.0,50.8508359,4.3433594,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,121.0,0,0,0.0,893.0,,0,471.0,50.0230114,4.1663636,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,120.0,0,1,5.0,238.0,2,0,267.0,50.6263537,5.6068664,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,345.0,0,0,0.0,2223.0,4,0,231.0,51.396713,4.7678311,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,74.0,0,0,0.0,72.0,2,0,338.0,51.1687378,2.7869174,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,72.0,0,0,14.0,40.0,2,0,391.0,50.9349816,4.0412505,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,55.0,0,0,0.0,0.0,,0,364.0,51.2120928,4.4555515,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,108.0,0,0,16.0,0.0,2,0,123.0,51.3482643,3.2859865,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,101.0,0,0,0.0,0.0,1,0,124.0,50.837006,4.3607784,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,91.0,0,0,0.0,0.0,,0,205.0,51.1829438,4.4332531,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,121.0,0,0,0.0,682.0,3,0,0.0,51.0979031,5.4972994,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,85.0,0,0,15.0,0.0,,0,,51.0373231,5.2996577,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,147.0,0,0,0.0,0.0,,0,,50.8128359,3.3327256,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,49.0,0,0,39.0,0.0,2,0,,50.8673003,4.3138548,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,263.0,0,0,10.0,260.0,2,0,366.0,50.8212029,4.3600395,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,96.0,0,0,0.0,0.0,2,0,78.0,51.2356144,2.9537427,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,558.0,0,0,0.0,3237.0,,0,493.0,50.7781505,4.3726524,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,201.0,0,0,20.0,196.0,,0,713.0,50.891755,3.8861877,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,70.0,0,0,0.0,0.0,2,0,257.0,50.9338962,4.437951,3.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,296.0,0,1,0.0,805.0,4,0,482.0,51.3660256,4.9870188,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,85.0,0,0,0.0,0.0,2,0,127.0,50.526152,3.9137573,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,180.0,0,0,0.0,399.0,,0,35.0,51.1022715,4.9434557,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,135.0,0,0,26.0,0.0,,0,95.0,50.9344118,3.1207122,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,105.0,0,1,0.0,635.0,3,0,818.0,51.085775,4.906022,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,93.0,0,0,15.0,0.0,,0,,51.2972995,4.5738455,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,370.0,0,0,16.0,0.0,3,0,89.0,51.4136762,4.7588959,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,222.0,0,0,0.0,753.0,3,0,83.0,50.7877915,3.8051962,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,155.0,0,0,35.0,460.0,4,0,502.0,50.405692,3.892089,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,84.0,0,0,0.0,250.0,3,0,421.0,50.3800407,4.4629818,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,183.0,0,0,0.0,471.0,2,0,201.0,50.8826697,3.8253118,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,140.0,0,0,1.0,653.0,4,1,296.0,50.9211741,3.7981114,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,179.0,0,1,0.0,804.0,4,0,474.0,51.1154113,5.0946938,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,100.0,0,0,12.0,0.0,3,0,,51.1761054,4.1811166,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,265.0,0,0,0.0,7173.0,4,1,220.0,51.2353589,5.4607385,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,75.0,0,0,0.0,0.0,2,0,154.0,51.3484796,3.2769162,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,85.0,0,0,0.0,617.0,4,0,971.0,51.0774874,5.0307302,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,280.0,0,1,60.0,1219.0,4,0,747.0,51.297849,4.4510579,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,180.0,0,0,0.0,0.0,2,0,63.0,50.8139603,4.9438092,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,205.0,0,0,14.0,312.0,3,0,,50.7205105,5.7331059,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,135.0,0,0,0.0,994.0,4,0,306.0,51.0715927,5.1228629,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,202.0,0,0,0.0,450.0,3,0,637.0,50.9491557,4.1107248,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,105.0,0,0,15.0,0.0,,0,,51.1333292,4.2931296,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,141.0,0,0,0.0,330.0,3,0,254.0,50.9406057,4.3429121,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,164.0,0,0,0.0,1777.0,3,0,,51.1801095,3.0819159,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,250.0,0,0,50.0,0.0,4,0,168.0,50.5863319,5.5395962,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,48.0,0,0,0.0,0.0,,0,214.0,51.1235131,2.6423152,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,173.0,0,0,0.0,1188.0,3,0,516.0,50.5581176,5.2657367,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,185.0,0,0,0.0,2796.0,2,0,797.0,51.1334089,3.5606577,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,152.0,0,0,41.0,207.0,2,0,640.0,50.7419184,4.007207,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,254.0,0,0,0.0,123.0,,0,154.0,51.1704263,4.4552622,3.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,142.0,0,0,32.0,0.0,3,0,150.0,50.8107307,5.5917633,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,222.0,0,0,18.0,1000.0,4,0,413.0,50.8717747,4.5345157,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,64.0,0,0,9.0,0.0,2,0,0.0,51.3398136,3.2629125,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,86.0,0,0,17.0,0.0,,0,,50.9606243,3.1181269,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,256.0,0,1,0.0,984.0,4,0,275.0,51.0724245,3.1691429,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,155.0,0,0,0.0,0.0,2,0,363.0,50.4241613,4.440308,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,235.0,0,0,0.0,0.0,2,0,614.0,50.8252039,4.3542669,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,198.0,0,0,72.0,110.0,3,0,570.0,50.8806649,4.3179062,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,85.0,0,0,0.0,0.0,2,0,212.0,51.1698621,4.3873201,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,194.0,0,1,0.0,395.0,3,0,644.0,51.3917877,4.5081136,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,377.0,0,0,0.0,616.0,4,0,219.0,50.8505597,4.2662367,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,138.0,0,0,0.0,321.0,3,0,234.0,50.423494,6.212247,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,119.0,0,0,16.0,0.0,4,0,44.0,50.831669,4.3153713,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,188.0,0,0,0.0,118.0,3,0,327.0,50.7833053,5.5000065,,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,85.0,0,0,29.0,0.0,2,0,158.0,50.5348917,5.8126727,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,640.0,0,0,0.0,5848.0,4,0,177.0,51.2904022,4.461969,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,112.0,0,0,0.0,360.0,,0,865.0,51.0142912,3.8813539,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,196.0,0,0,0.0,417.0,4,0,340.0,51.1433018,4.7542288,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,200.0,0,0,0.0,0.0,4,0,151.0,50.8265792,4.366492,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,251.0,0,0,0.0,1226.0,4,0,170.0,51.1051377,5.1701854,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,183.0,0,0,0.0,91.0,2,0,390.0,50.8422506,4.3087404,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,476.0,1,1,45.0,142.0,2,0,,50.6204853,5.5763814,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16.0,1,0,0.0,0.0,2,0,,50.8717658,4.6997078,5.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,117.0,0,0,10.0,0.0,,0,,50.9769505,4.6349909,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,140.0,0,0,0.0,0.0,3,0,191.0,50.9194745,3.9969894,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,79.0,0,1,0.0,0.0,2,0,325.0,51.1608232,4.4258623,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,332.0,0,1,120.0,3100.0,4,0,,50.5262443,4.2664891,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,102.0,0,0,40.0,0.0,2,0,303.0,50.5990199,5.4534051,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,102.0,0,0,0.0,352.0,,0,308.0,50.9342867,4.6940716,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,108.0,0,0,0.0,0.0,2,0,,50.9102697,4.194269,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,277.0,0,0,0.0,440.0,4,0,517.0,50.8126772,3.7576139,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,141.0,0,0,0.0,66.0,2,0,153.0,51.0572657,3.7038776,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,68.0,1,0,0.0,0.0,,0,116.0,51.3162394,3.1287781,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,80.0,0,0,14.0,0.0,4,0,199.0,50.8934178,4.3219938,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,74.0,0,0,8.0,0.0,,0,,51.1309537,5.4518821,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,90.0,0,0,4.0,0.0,2,0,526.0,51.1706677,4.3610905,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,200.0,0,0,20.0,225.0,2,0,196.0,50.9380527,4.3223373,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,196.0,0,0,0.0,238.0,2,0,,51.0258897,3.0052108,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,105.0,0,0,0.0,0.0,2,0,209.0,51.1716005,4.835578,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,426.0,0,0,0.0,1102.0,4,0,94.0,51.4514155,4.4427609,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,145.0,0,0,16.0,188.0,3,0,421.0,50.8320594,4.4533198,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,113.0,0,0,0.0,0.0,4,0,0.0,50.4273259,6.2159648,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,260.0,0,0,0.0,700.0,,0,334.0,50.862096,3.2710895,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,73.0,0,0,0.0,0.0,2,0,207.0,50.835033,4.3015111,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,145.0,0,1,15.0,0.0,2,0,,51.1106869,3.7102,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,130.0,0,0,0.0,70.0,,0,,50.8410082,3.164317,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,110.0,0,0,17.0,0.0,3,0,,50.7171712,5.5783228,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,110.0,0,0,0.0,362.0,3,0,685.0,51.0132854,4.0039706,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,190.0,0,0,16.0,287.0,3,0,,51.3940943,4.4768234,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,271.0,0,0,0.0,1090.0,4,0,404.0,51.1716558,4.2088353,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,102.0,0,0,10.0,0.0,2,0,119.0,51.2225441,4.4797397,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,142.0,0,0,0.0,342.0,3,0,667.0,50.8240592,3.2901943,2.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,92.0,0,0,0.0,0.0,2,0,450.0,51.1808264,2.8111898,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,95.0,0,1,10.0,0.0,2,0,,50.8527895,4.3097644,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,114.0,0,0,23.0,0.0,,0,25.0,50.8512406,3.3486702,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,118.0,0,0,0.0,0.0,2,0,188.0,51.3522298,3.2923039,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,176.0,0,0,0.0,151.0,,0,,50.9258771,3.2175679,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,120.0,1,0,16.0,235.0,2,0,650.0,51.2180367,4.3342605,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,173.0,0,1,0.0,350.0,4,0,280.0,51.3120565,4.4525471,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,110.0,0,0,10.0,0.0,4,0,,50.8654677,4.3437172,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,131.0,0,0,0.0,601.0,2,0,611.0,51.130811,4.292541,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,382.0,0,0,0.0,950.0,,0,263.0,50.8266296,5.2082756,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,233.0,0,0,25.0,140.0,2,0,209.0,51.1947171,4.4442478,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,200.0,0,0,20.0,1950.0,4,0,661.0,51.0619928,5.0748451,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,69.0,0,0,0.0,0.0,,0,103.0,51.2678754,3.0309081,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,120.0,0,0,3.0,0.0,2,0,120.0,51.1847843,4.3918746,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,647.0,0,0,0.0,740.0,2,0,,50.6434962,5.600668,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,80.0,0,0,0.0,0.0,1,0,130.0,50.6278219,5.5648347,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,190.0,0,1,0.0,519.0,,0,232.0,50.7263201,3.5140454,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,510.0,0,0,0.0,1020.0,2,0,1244.0,49.5588664,5.7040398,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,284.0,0,0,30.0,230.0,4,0,235.0,50.8271135,3.8428692,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,96.0,0,0,25.0,0.0,2,0,,51.3237579,5.0875941,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,545.0,0,1,0.0,91.0,2,0,633.0,51.1954276,4.4113451,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,190.0,0,0,19.0,205.0,2,0,,51.1010584,4.4549038,5.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,200.0,0,0,0.0,969.0,,0,166.0,50.3884686,4.6251524,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,104.0,0,1,10.0,357.0,3,0,549.0,50.5636323,5.3779174,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,112.0,0,0,0.0,0.0,2,0,106.0,51.0009292,4.1284125,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,510.0,0,0,0.0,2160.0,4,0,171.0,50.7159359,5.8638151,5.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,150.0,0,0,25.0,210.0,2,0,256.0,50.8171418,4.5078446,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,171.0,0,1,0.0,140.0,2,0,481.0,50.8513323,4.3756097,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,55.0,0,0,7.0,0.0,3,0,46.0,50.8789854,4.3924799,,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,180.0,0,0,0.0,982.0,,0,90.0,51.2265619,4.0893887,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,125.0,0,0,15.0,180.0,2,0,372.0,50.631428,5.6035949,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,245.0,0,0,0.0,596.0,4,0,237.0,51.1534434,4.4716046,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
